Name,Pos,Total,Url
Trey Songz,321,"195,664,255",artist/2iojnBLj0qIMiKPvVhLnsH.html
Digital Farm Animals,322,"195,437,568",artist/5fyDppLDl1juIu1BcUT5zh.html
Future,323,"194,249,525",artist/6TiNbcfVoO3SppeLYJbnSr.html
Rich Homie Quan,324,"193,998,715",artist/5lHRUCqkQZCIWeX7xG4sYT.html
Morat,325,"193,162,402",artist/5C4PDR4LnhZTbVnKWXuDKD.html
The Lumineers,326,"192,234,992",artist/16oZKvXb6WkQlVAjwo2Wbg.html
E-40,327,"190,876,515",artist/3crnzLy8R4lVwaigKEOz7V.html
De La Ghetto,328,"190,825,125",artist/3EiLUeyEcA6fbRPSHkG5kb.html
Jul,329,"190,622,798",artist/3IW7ScrzXmPvZhB27hmfgy.html
AlunaGeorge,330,"190,536,052",artist/2VAnyOxzJuSAj7XIuEOT38.html
Shaggy,331,"188,067,815",artist/5EvFsr3kj42KNv97ZEnqij.html
Majid Jordan,332,"187,972,114",artist/4HzKw8XcD0piJmDrrPRCYk.html
The Throne,333,"187,046,595",artist/5anVUgyZ887V3ErcjYwNMk.html
Charly Black,334,"186,741,719",artist/5sK8BsvyDl4TFA6KaBf8or.html
PNL,335,"185,888,559",artist/3NH8t45zOTqzlZgBvZRjvB.html
Broederliefde,336,"185,534,081",artist/5GvMLzUp6tMBpaCbr903RN.html
Burak Yeter,337,"185,147,336",artist/4ON1ruy5ijE7ZPQthbrkgI.html
Danelle Sandoval,338,"185,147,336",artist/7Dz9goFmVZZqvJxZoKg7pF.html
IAmChino,339,"183,100,157",artist/0b2GL7Y02vu50qieoQmw1w.html
Chacal,340,"183,100,157",artist/0eC4YK0TX9wQiYhvaRmeln.html
Sevn Alias,341,"181,988,320",artist/0HDMwoCS316xhKCZlJPBnc.html
The Script,342,"180,813,550",artist/3AQRLZ9PuTAozP28Skbq8V.html
Bryant Myers,343,"180,690,167",artist/6w9ToX5slZ4uIdmD17hJ3c.html
Vigiland,344,"180,079,981",artist/3tLYpanVDomWAZqF82NPds.html
Stormzy,345,"179,906,687",artist/2SrSdSvpminqmStGELCSNd.html
Yo Gotti,346,"179,029,104",artist/6Ha4aES39QiVjR0L2lwuwq.html
Nekfeu,347,"178,825,337",artist/4LXBc13z5EWsc5N32bLxfH.html
YG,348,"178,441,601",artist/0A0FS04o6zMoto8OKPsDwY.html
Carly Rae Jepsen,349,"178,165,669",artist/6sFIWsNpZYqfjUpaCgueju.html
Henrique & Diego,350,"177,674,624",artist/1D6vAeVUcgMbSx80IA3Zun.html
Dyo,351,"177,628,718",artist/4H1PNuHElBLVok0lnYMrRb.html
A Great Big World,352,"177,009,257",artist/5xKp3UyavIBUsGy3DQdXeF.html
Janieck Devy,353,"175,341,453",artist/5gtYjyZlmPOc1lLHvYzCON.html
Damso,354,"174,441,004",artist/2UwqpfQtNuhBwviIC0f2ie.html
Luan Santana,355,"172,737,274",artist/3qvcCP2J0fWi0m0uQDUf6r.html
Mambo Kingz,356,"171,541,875",artist/2T1aUibqR2QC2sINIDQOAK.html
Silentó,357,"170,427,753",artist/7juKTDFlPesGeWQ1GmjmOv.html
Labrinth,358,"170,358,173",artist/2feDdbD5araYcm6JhFHHw7.html
5 Seconds of Summer,359,"169,040,868",artist/5Rl15oVamLq7FbSb0NNBNy.html
Joey Montana,360,"168,114,323",artist/3ATyg4fGC9F8trfb0GRWmX.html
Olly Murs,361,"165,671,354",artist/3whuHq0yGx60atvA2RCVRW.html
Simone e Simaria,362,"164,016,473",artist/0MInKJqZscEeNc5K3K0mkE.html
Manuel Turizo,363,"163,792,224",artist/0tmwSHipWxN12fsoLcFU3B.html
Zacari,364,"163,603,000",artist/3qBKjEOanahMxlRojwCzhI.html
Nacho,365,"162,781,065",artist/2ayNSoKPCRAfjp6hQ76hRu.html
Broiler,366,"158,253,243",artist/3836OTICMPjhTMMcpPw4EC.html
Mariah Carey,367,"158,151,079",artist/4iHNK0tOyZPYnBU7nGAgpQ.html
Maxwell,368,"156,610,173",artist/0b62itBWBdLgiecXjXCqKC.html
Jesse & Joy,369,"156,213,830",artist/1mX1TWKpNxDSAH16LgDfiR.html
Jonna Fraser,370,"155,868,669",artist/5adKMaYrGOMyOfnbiLPuHg.html
Nate Dogg,371,"155,680,260",artist/1Oa0bMld0A3u5OTYfMzp5h.html
Naughty Boy,372,"155,477,117",artist/1bT7m67vi78r2oqvxrP3X5.html
Miriam Bryant,373,"155,335,426",artist/2zd9YxlsQvA5mkZ1NarYVQ.html
ALMA,374,"153,163,915",artist/6c0mTNAxJxlp9HpKTUZwA8.html
AronChupa,375,"153,122,659",artist/5vCOdeiQt9LyzdI87kt5Sh.html
Petit Biscuit,376,"153,048,183",artist/6gK1Uct5FEdaUWRWpU4Cl2.html
Juanes,377,"151,572,900",artist/0UWZUmn7sybxMCqrw9tGa7.html
Calum Scott,378,"150,720,553",artist/6ydoSd3N2mwgwBHtF6K7eX.html
James Blunt,379,"149,194,991",artist/7KMqksf0UMdyA0UCf4R3ux.html
Hippie Sabotage,380,"148,095,830",artist/4dM6NDYSfLcspt8GLoT5aE.html
Gilli,381,"147,483,254",artist/2KbikmQKGiUPR2ARs1h0sq.html
Natalie La Rose,382,"147,341,296",artist/2qdONMCoDngQk0eV4Avs1i.html
Eric Nally,383,"146,030,280",artist/3NoeRIxHApi6qe4yan2Vnn.html
Noriel,384,"145,684,351",artist/3RtNN1VnooWEn3KQk03DUL.html
Frenna,385,"145,444,113",artist/6m1LYS5NQonxjOcQFPQOb5.html
Grandmaster Melle Mel,386,"145,178,419",artist/0AWhixY9hX7LEPyPMjh4O0.html
Kool Moe Dee,387,"145,178,419",artist/2RE8NwNxsOyuNZDD0jRxHP.html
Grandmaster Caz,388,"145,178,419",artist/6QeZTS8BrU3r2TYJdA68j9.html
Julión Álvarez y su Norteño Banda,389,"144,910,982",artist/1bfl0AU8SqmLkElptOprhC.html
Gavin James,390,"144,542,985",artist/25tMQOrIU4LlUo6Sv8v5SE.html
Ilsey,391,"144,054,001",artist/2ZKzqJz3pPfWKVRgz9b39j.html
BloodPop®,392,"143,841,878",artist/1okJ4NC308qbtY9LyHn6DO.html
Alvaro Soler,393,"143,332,972",artist/2urF8dgLVfDjunO0pcHUEe.html
Alejandro Fernandez,394,"142,611,532",artist/6sq1yF0OZEWA4xoXVKW1L9.html
Sheppard,395,"141,943,952",artist/6VxCmtR7S3yz4vnzsJqhSV.html
Ruth B,396,"141,419,307",artist/2WzaAvm2bBCf4pEhyuDgCY.html
Mark Morrison,397,"139,791,283",artist/6V3F8MZrOKdT9fU686ybE9.html
Nevada,398,"139,533,650",artist/15NtJjjHRFybdNSMyM9smT.html
Marshmello,399,"138,854,415",artist/64KEffDW9EtZ1y2vBYgq8T.html
Jowell & Randy,400,"137,861,094",artist/4IMAo2UQchVFyPH24PAjUs.html
Thalía,401,"137,547,376",artist/23wEWD21D4TPYiJugoXmYb.html
Luke Christopher,402,"136,779,068",artist/787bCXOIvGeBw0Bc4kEjhD.html
Capital Cities,403,"136,677,491",artist/4gwpcMTbLWtBUlOijbVpuu.html
Dawin,404,"136,272,395",artist/46GXASE9LHzyssNqKOInUu.html
Alejandro Sanz,405,"135,774,239",artist/5sUrlPAHlS9NEirDB8SEbF.html
MKTO,406,"135,342,974",artist/2l35CQqtYRh3d8ZIiBep4v.html
Madcon,407,"134,936,977",artist/6c4sUNBgdonFJz8Kx2VsGz.html
Cashmere Cat,408,"133,451,204",artist/2LZDXcxJWgsJfKXZv9a5eG.html
Lil Jon,409,"133,102,417",artist/7sfl4Xt5KmfyDs2T3SVSMK.html
Alle Farben,410,"132,632,353",artist/61ipISvUVa5LkJlKZnm3Oo.html
Pabllo Vittar,411,"130,698,695",artist/6tzRZ39aZlNqlUzQlkuhDV.html
Prince Royce,412,"130,461,228",artist/3MHaV05u0io8fQbZ2XPtlC.html
Matthew Koma,413,"129,945,183",artist/1mU61l2mcjEFraXZLpvVMo.html
Becky Hill,414,"129,514,687",artist/4EPJlUEBy49EX1wuFOvtjK.html
Maître Gims,415,"129,274,837",artist/0GOx72r5AAEKRGQFn3xqXK.html
Booba,416,"129,257,815",artist/58wXmynHaAWI5hwlPZP3qL.html
Reykon,417,"128,962,720",artist/3PAwspMN27PDm81WwXDsMf.html
NAV,418,"124,816,885",artist/7rkW85dBwwrJtlHRDkJDAC.html
Madeintyo,419,"124,814,235",artist/5SyGEPymt1G2uto47tVWvZ.html
Sandro Cavazza,420,"123,794,623",artist/5JYo7gm2dkyLLlWHjxS7Dy.html
Sebastian Ingrosso,421,"123,749,207",artist/6hyMWrxGBsOx6sWcVj1DqP.html
Matt Simons,422,"123,335,267",artist/1g0fXhQMHAxlRyIBkCbuE7.html
DJ Mustard,423,"123,107,967",artist/0YinUQ50QDB7ZxSCLyQ40k.html
Imany,424,"122,472,760",artist/74eY8wbrhhVD7pACbBHwHw.html
Rachel Platten,425,"122,430,555",artist/3QLIkT4rD2FMusaqmkepbq.html
Ky-Mani Marley,426,"122,343,428",artist/1XTGADISSMRf8B4TcVGYUC.html
Tungevaag & Raaban,427,"121,694,003",artist/4cSYNpczcvTUpnPMFDLsIc.html
Elle King,428,"121,376,687",artist/3bhu7P5PfngueRHiB9hjcx.html
Mon Laferte,429,"121,108,746",artist/4boI7bJtmB1L3b1cuL75Zr.html
The Killers,430,"120,878,225",artist/0C0XlULifJtAgn6ZNCW2eu.html
Carlos Baute,431,"120,483,840",artist/3smfreCkyJt7bShaTYpG77.html
JVG,432,"120,345,231",artist/55mdlQp6zN8zdyIYB9DDQj.html
Schoolboy Q,433,"119,843,873",artist/5IcR3N7QB1j6KBL8eImZ8m.html
Freddy Kalas,434,"119,023,375",artist/2HAShHcL0dMLf1iNzmxTi3.html
Sleepy Tom,435,"118,321,641",artist/1D9XQXqh4YQfJwX7hyLWwr.html
Britney Spears,436,"118,136,876",artist/26dSoYclwsYLMAKD3tpOr4.html
Rick Ross,437,"117,417,231",artist/1sBkRIssrMs1AbVkOJbc7a.html
Nengo Flow,438,"117,106,519",artist/12vb80Km0Ew53ABfJOepVz.html
Ella Eyre,439,"116,796,507",artist/66TrUkUZ3RM29dqeDQRgyA.html
Russ,440,"116,176,142",artist/1z7b1Pr1rSlvWRzsW3HOrS.html
Yellow Claw,441,"114,907,699",artist/47z7ZrgFoBvVpCnElCE3Zh.html
Mark Forster,442,"114,516,794",artist/7qXzy6c5RWT0XlVQcOBIDG.html
Miguel,443,"113,550,256",artist/360IAlyVv4PCEVjgyMZrxK.html
SFB,444,"113,434,942",artist/50mdotNCJ2PcoZiAgsh8dY.html
Kiesza,445,"112,853,899",artist/4zxvC7CRGvggq9EWXOpwAo.html
Giggs,446,"112,354,759",artist/3S0tlB4fE7ChxI2pWz8Xip.html
will.i.am,447,"111,809,921",artist/085pc2PYOi8bGKj0PNjekA.html
Luke Bryan,448,"111,800,014",artist/0BvkDsjIUla7X0k6CSWh1I.html
Vice,449,"110,954,512",artist/0q4NrXqJnc367PieejuROJ.html
Ray Dalton,450,"110,779,825",artist/4e0nWw2r4BoQSKPQ2zpU13.html
Oasis,451,"110,773,701",artist/2DaxqgrOhkeH0fpeiQq2f4.html
Jason Mraz,452,"110,484,653",artist/4phGZZrJZRo4ElhRtViYdl.html
Wham!,453,"110,114,697",artist/5lpH0xAS4fVfLkACg9DAuM.html
Zayion McCall,454,"110,010,570",artist/5AsWcQXw4RJFRWBbwa0ti0.html
Zay Hilfigerrr,455,"110,010,570",artist/7nKeLE1toRtW4M279iS26h.html
Anavitória,456,"109,700,766",artist/1sPg5EHuQXTMElpZ4iUgXe.html
Ayo & Teo,457,"109,621,296",artist/27mFvqQj8KpjmdKIqcw1mG.html
Axwell,458,"109,106,230",artist/1xNmvlEiICkRlRGqlNFZ43.html
Kodaline,459,"108,535,723",artist/4BxCuXFJrSWGi1KHcVqaU4.html
Cardi B,460,"107,236,423",artist/4kYSro6naA4h99UJvo89HB.html
KC Rebell,461,"107,020,303",artist/5p7mWeX4RlvqBCxylfiXdE.html
Plan B,462,"106,963,362",artist/2jSGzJw0ebJLu7OLVSOcBP.html
Niska,463,"106,949,633",artist/7CUFPNi1TU8RowpnFRSsZV.html
Zhu,464,"106,349,424",artist/28j8lBWDdDSHSSt5oPlsX2.html
Fedez,465,"106,315,293",artist/3pgCLfNbw5ozIfoNsvDU7i.html
Nacho,466,"105,743,315",artist/689NVwbmCkas0NcfyXlgxd.html
G.R.L.,467,"105,406,252",artist/3Yl4nkmEa8BSuGWbwhdLDq.html
Nelly,468,"105,013,754",artist/2gBjLmx6zQnFGQJCAQpRgw.html
The 1975,469,"104,615,743",artist/3mIj9lX2MWuHmhNCA7LSCW.html
Marcus & Martinus,470,"104,432,222",artist/3N4FiTxpPQRsrihmTMN349.html
Adam Lambert,471,"104,270,677",artist/6prmLEyn4LfHlD9NnXWlf7.html
Pia Mia,472,"103,393,675",artist/1BhWF9W2PngtPSyobKg0rP.html
Lord Huron,473,"103,286,745",artist/6ltzsmQQbmdoHHbLZ4ZN25.html
Jhene Aiko,474,"103,274,482",artist/5ZS223C6JyBfXasXxrRqOk.html
CRO,475,"103,158,187",artist/3utZ2yeQk0Z3BCOBWP7Vlu.html
American Authors,476,"103,145,933",artist/0MlOPi3zIDMVrfA9R04Fe3.html
Katastrofe,477,"103,102,643",artist/48XeauxB5rhLPXPtACuuUR.html
Sido,478,"102,500,488",artist/4Yttlv9ndGjCDCVLqM7ACq.html
Tori Kelly,479,"101,809,704",artist/1vSN1fsvrzpbttOYGsliDr.html
Omarion,480,"101,562,563",artist/0f5nVCcR06GX8Qikz0COtT.html
Louisa Johnson,481,"101,528,105",artist/5IHqlcCbQkyhWl0KmIwgeq.html
Kollegah,482,"100,974,292",artist/6gto7HVNhu4ARE3P3g8Y5Y.html
Hook N Sling,483,"100,842,783",artist/3iN9k8uvm4WrgdlOigOH8D.html
Kevin Roldan,484,"100,527,497",artist/1RBzGO6Nm3uyhUSxP7EDWO.html
R. Kelly,485,"100,257,588",artist/2mxe0TnaNL039ysAj51xPQ.html
Håkan Hellström,486,"100,001,882",artist/3H7Ez7cwaYw4L3ELy4v3Lc.html
James Hersey,487,"99,436,622",artist/0lzV2CiahHRiGd6qpADtPS.html
Melendi,488,"99,056,619",artist/1EXjXQpDx2pROygh8zvHs4.html
Blackbear,489,"99,039,095",artist/2cFrymmkijnjDg9SS92EPM.html
Nego do Borel,490,"99,011,309",artist/1B0Rp4SWGnFgGCPU5Pju6E.html
Nimo,491,"98,537,146",artist/3ZuBEj9ppJe8GSdKaMTfMN.html
Cheek,492,"98,525,075",artist/5ZZqIQ25HQmufjjf2trwFO.html
Cedric Gervais,493,"97,682,539",artist/4Wjf8diP59VmPG7fi4y724.html
AWOLNATION,494,"97,473,864",artist/4njdEjTnLfcGImKZu1iSrz.html
Wale,495,"97,048,801",artist/67nwj3Y5sZQLl72VNUHEYE.html
Tee Grizzley,496,"96,938,942",artist/6AUl0ykLLpvTktob97x9hO.html
Portugal. The Man,497,"96,375,312",artist/4kI8Ie27vjvonwaB2ePh8T.html
Mumford & Sons,498,"96,287,834",artist/3gd8FJtBJtkRxdfbTu19U2.html
León Larregui,499,"95,563,735",artist/4ClsVDy2g7RKSSlvq8cF6d.html
Lunchmoney Lewis,500,"95,465,778",artist/2iUbk5KhZYZt4CRvWbwb7S.html
Dynell,501,"95,196,522",artist/7oCLjINIMWifuknBBsg3CO.html
Young M.a.,502,"94,586,854",artist/7LvoDJUNGnOrPdGRzVtOJ9.html
Xantos,503,"94,439,078",artist/3HPOnbuwLP2qlwWQ7cgxYW.html
Offset,504,"93,914,448",artist/4DdkRBBYG6Yk9Ka8tdJ9BW.html
SCH,505,"93,574,203",artist/2kXKa3aAFngGz2P4GjG5w2.html
Aloe Blacc,506,"93,128,574",artist/0id62QV2SZZfvBn9xpmuCl.html
Noah Cyrus,507,"92,587,490",artist/55fhWPvDiMpLnE4ZzNXZyW.html
J-AX,508,"92,387,617",artist/2iK8weavvfS2xJCmzNzNE5.html
Mambo Kings,509,"91,131,767",artist/1WoYfDQf78hGBPBn9vA4zQ.html
O.T. Genasis,510,"90,512,099",artist/1Zatb2YN4erBOoSivOXc0o.html
Nate Ruess,511,"90,479,392",artist/1qUjOF5fzrpoNycD36b2jZ.html
Shawn Hook,512,"89,873,601",artist/7blkMNJv8n9ceP9zlA4W2U.html
Juhn,513,"89,585,158",artist/2LmcxBak1alK1bf7d1beTr.html
Monty,514,"89,541,830",artist/1Wnfj5qZsp8nPsGBBRRa4W.html
ItaloBrothers,515,"89,224,477",artist/5nkYRuiIHg2xXHFC8bfosJ.html
Ghali,516,"88,690,310",artist/3egWSWp7Y4FyCKIyvXbw7L.html
SBMG,517,"88,547,272",artist/3HL2hJ9MmM9eazDokIndkr.html
Grace,518,"88,482,812",artist/6y5amJcTjeDgLXIjtQLMst.html
Isaiah,519,"88,365,531",artist/5lXfVoQxVgC5fpjkVqvNYn.html
Otto Knows,520,"88,235,576",artist/5fahUm8t5c0GIdeTq0ZaG8.html
Jairzinho,521,"88,160,426",artist/4owt1GWUqAh4gsXT13roop.html
Projota,522,"88,140,657",artist/2zGf6lwQ9PxXdoeo5XXP2K.html
Tiago Iorc,523,"88,088,096",artist/4iWkwAVzssjb8XgxdoOL6M.html
The Notorious B.I.G.,524,"87,982,868",artist/5me0Irg2ANcsgc93uaYrpb.html
Alligatoah,525,"87,425,595",artist/0r0R5nIjDY04TfxRM10Bcb.html
Martin Tungevaag,526,"87,325,174",artist/46mGxneffUCmDhMU1m6zYu.html
Mc Livinho,527,"86,631,362",artist/7me0S5Z40qVWj3gzyK8aC3.html
Akon,528,"86,306,031",artist/0z4gvV4rjIZ9wHck67ucSV.html
Cartel De Santa,529,"85,992,881",artist/07PdYoE4jVRF6Ut40GgVSP.html
Panic! At The Disco,530,"85,781,886",artist/20JZFwl6HVl6yg8a4H3ZqK.html
T-Wayne,531,"85,589,548",artist/4MIULe6tfg2loNzBy5B9eu.html
Olivia Holt,532,"85,167,067",artist/188VINPQh5dyNfLUkevKqf.html
Klingande,533,"84,949,495",artist/1L9i6qZYIGQedgM9QLSyzb.html
Dasoul,534,"84,944,276",artist/0lNg9YtW8USxeZZnEqz3RQ.html
Natalia Lafourcade,535,"84,897,942",artist/1hcdI2N1023RvSwLzTtdsp.html
Gue Pequeno,536,"84,758,301",artist/7F2utINZ6tSokSiZTQBE27.html
Zuna,537,"84,552,645",artist/2otUckChxWf2cp6UP2cD6e.html
Remo,538,"84,384,534",artist/3D7uyuzWbp2NhY7wE0GlwH.html
Sam Feldt,539,"83,287,268",artist/20gsENnposVs2I4rQ5kvrf.html
Hurts,540,"83,120,266",artist/3w4VAlllkAWI6m0AV0Gn6a.html
J HUS,541,"83,094,881",artist/2a0uxJgbvvIRI4GX8pYfcr.html
MHD,542,"83,049,367",artist/4WnAHZz1pgl8hus8hidIRV.html
DVBBS,543,"82,959,830",artist/5X4LWwbUFNzPkEas04uU82.html
XYLØ,544,"82,644,977",artist/6ioOEWNNGK40H8xrGj6XPW.html
Danny Saucedo,545,"82,179,578",artist/5tVyieWwN9j09jXUovK2zN.html
Nikke Ankara,546,"82,169,632",artist/2E5rkwWAKphgpurncaoAyn.html
6LACK,547,"82,100,417",artist/4IVAbR2w4JJNJDDRFP3E83.html
Sfera Ebbasta,548,"81,819,750",artist/23TFHmajVfBtlRx5MXqgoz.html
Mikael Gabriel,549,"81,688,402",artist/79Pc4RR5E625J7dK543jDw.html
MC G15,550,"81,219,682",artist/3Nipsl6GVwwGyeAk0J29C6.html
Idina Menzel,551,"80,916,756",artist/73Np75Wv2tju61Eo9Zw4IR.html
Veronica Maggio,552,"80,768,907",artist/2OIWxN9xUhgUHkeUCWCaNs.html
Sabrina Carpenter,553,"79,365,946",artist/74KM79TiuVKeVCqs8QtB0B.html
Icona Pop,554,"79,217,745",artist/1VBflYyxBhnDc9uVib98rw.html
Gulddreng,555,"79,138,313",artist/1twDsBPbUYeljharVfF6Lf.html
La Arrolladora Banda El Limón De Rene Camacho,556,"78,847,474",artist/5bSfBBCxY8QAk4Pifveisz.html
Samir & Viktor,557,"78,743,783",artist/4SR9oxWziAoPR4kTrekBi6.html
Duke Dumont,558,"78,605,618",artist/61lyPtntblHJvA7FMMhi7E.html
Travie McCoy,559,"78,144,662",artist/7o9Nl7K1Al6NNAHX6jn6iG.html
Dej Loaf,560,"77,830,012",artist/7kFfY4UjNdNyaeUgLIEbIF.html
Fergie,561,"77,130,409",artist/3r17AfJCCUqC9Lf0OAc73G.html
Mc Lan,562,"76,812,373",artist/4mb1xtQVGSK5dh8AbtwBiR.html
Brytiago,563,"76,739,070",artist/00XhexlJEXQstHimpZN910.html
Pnau,564,"76,686,884",artist/6n28c9qs9hNGriNa72b26u.html
Maná,565,"76,667,006",artist/7okwEbXzyT2VffBmyQBWLz.html
Bryn Christopher,566,"76,448,703",artist/7mWMzxN6IAIQ1tfFFtAiQv.html
GTA,567,"76,401,943",artist/6M7RdR9ZP52h2mfNLmiHtU.html
BTS,568,"76,146,330",artist/3Nrfpe0tUJi4K4DXYWgMUX.html
Zoé,569,"75,359,490",artist/6IdtcAwaNVAggwd6sCKgTI.html
Cash Cash,570,"75,338,713",artist/1LOB7jTeEV14pHai6EXSzF.html
Christian Nodal,571,"75,133,499",artist/0XwVARXT135rw8lyw1EeWP.html
Sigma,572,"75,076,190",artist/01pKrlgPJhm5dB4lneYAqS.html
A R I Z O N A,573,"75,063,984",artist/7hOGhpa8RMSuDOWntGIAJt.html
Skizzy Mars,574,"74,700,339",artist/00Z3UDoAQwzvGu13HoAM7J.html
Rixton,575,"74,645,537",artist/0kkxsdcaWmWU2yWAqclDh4.html
Norlie & KKV,576,"74,641,011",artist/2u8P7EawurNYoIzRtr5Knk.html
187 Strassenbande,577,"74,285,910",artist/2j2rh3oQh4QEUnNTDKYSJD.html
Ninho,578,"73,996,514",artist/6Te49r3A6f5BiIgBRxH7FH.html
Nause,579,"73,960,248",artist/4PVn1b2WnnXdq80C7uaZLZ.html
THEY.,580,"73,777,887",artist/0pghUohLPptZWBasy2wmUx.html
Gerardo Ortiz,581,"73,696,724",artist/4J13m9IZh03PEhoxAxRhXO.html
Ha*Ash,582,"73,525,858",artist/5xd2Tg7Zo8755eCy8Gxkp8.html
Madden,583,"73,132,531",artist/7LbuenKfQNLPKzvi1rKPBG.html
Silent Sanctuary,584,"72,571,794",artist/4nGp682WMiKS4X217kPw8C.html
Ofenbach,585,"72,430,914",artist/4AKwRarlmsUlLjIwt38NLw.html
David Bowie,586,"72,381,681",artist/0oSGxfWSnnOXhD2fKuz2Gy.html
Paulina Rubio,587,"72,366,532",artist/1d6dwipPrsFSJVmFTTdFSS.html
Mc Zaac,588,"72,345,869",artist/76Xa625geVw0Q7BdyxNjA2.html
LANY,589,"72,300,466",artist/49tQo2QULno7gxHutgccqF.html
Marcos & Belutti,590,"72,077,580",artist/0NsJZ5PMjqghGDuMzY7CuT.html
Oliver Heldens,591,"71,816,152",artist/5nki7yRhxgM509M5ADlN1p.html
Filatov & Karas,592,"71,699,370",artist/5NW2uPFatEKjZQ5gpWD8HO.html
"Tyler, The Creator",593,"70,921,631",artist/4V8LLVI7PbaPR0K2TGSxFF.html
Ina Wroldsen,594,"70,875,568",artist/7hssUdpvtY5oiARaUDgFZ3.html
Tarrus Riley,595,"70,835,568",artist/4frHO7KPcfMjhnVdIMJ98c.html
The Neighbourhood,596,"70,802,044",artist/77SW9BnxLY8rJ0RciFqkHh.html
Hearts & Colors,597,"70,375,403",artist/3wjsrpfO6odEphTZWx45RQ.html
Arcangel,598,"70,353,684",artist/0tFLR2IJlrWQow9YuNhD2Y.html
MC WM,599,"70,342,884",artist/14D0I0RYqvIorkPL2EWoQh.html
Queen,600,"70,162,437",artist/1dfeR4HaWDbWqFHLkxsg1d.html
Måns Zelmerlöw,601,"69,825,201",artist/1IxP1g9VrPzJqXFCsuyHKe.html
Red Hot Chili Peppers,602,"69,438,747",artist/0L8ExT028jH3ddEcZwqJJ5.html
Pretty Sister,603,"69,272,169",artist/4bvWFV51SAEocM22uiDOza.html
Lacrim,604,"69,150,783",artist/7DUTsWY3RBd64vh8UtgtYA.html
Mike WiLL Made-It,605,"68,848,434",artist/0NWbwDZY1VkRqFafuQm6wk.html
Ja Rule,606,"68,168,977",artist/1J2VVASYAamtQ3Bt8wGgA6.html
Luny Tunes,607,"68,161,211",artist/5pZE9tgrhmIGWAsJZ7YxNK.html
Ralph Tresvant,608,"68,055,192",artist/6MLDcHrNh4OqxDZAjMt5pt.html
Younotus,609,"68,045,313",artist/67ghKnycRX6VM1xfqJSMlH.html
Elastinen,610,"67,735,176",artist/7DdW8Ert3Z36hb1FkaZWiI.html
Stefflon Don,611,"67,653,700",artist/2ExGrw6XpbtUAJHTLtUXUD.html
Fat Joe,612,"67,473,529",artist/3ScY9CQxNLQei8Umvpx5g6.html
Armin van Buuren,613,"67,337,359",artist/0SfsnGyD8FpIN4U4WCkBZ5.html
Julie Bergan,614,"67,329,870",artist/2Tg0aF5cbZktYFzgR1iAKv.html
Remy Ma,615,"67,315,958",artist/39mHYiNmLR7p8PXNG8Wll6.html
Stromae,616,"67,198,920",artist/5j4HeCoUlzhfWtjAfM1acR.html
Miami Yacine,617,"67,115,449",artist/1XKjtpH5P81gpOXDB91IEB.html
SANNI,618,"66,964,567",artist/7meg3neLTT2WR1LDjL8jze.html
The Beatles,619,"66,864,331",artist/3WrFJ7ztbogyGnTHbHJFl2.html
Feder,620,"66,724,716",artist/5KnoVkIUGmK0PiDKMjz2LM.html
Poo Bear,621,"66,658,922",artist/3JXpwnHbLvXxY99EuXqFPX.html
Dennis DJ,622,"66,178,651",artist/6xlRSRMLgZbsSNd0BMobwy.html
Antti Tuisku,623,"65,907,983",artist/54CMkgIraCOO9pSRfPKiKt.html
U2,624,"65,793,995",artist/51Blml2LZPmy7TTiAg47vQ.html
Young Dolph,625,"65,771,735",artist/3HiuzBlSW7pGDXlSFMhO2g.html
Teflon Brothers,626,"65,703,094",artist/3zh3U2eQ64EhBFbJuxgf1M.html
Wiley,627,"65,417,462",artist/7k9T7lZlHjRAM1bb0r9Rm3.html
Elvis Crespo,628,"65,220,539",artist/1c22GXH30ijlOfXhfLz9Df.html
257ers,629,"65,210,150",artist/6ihLfpY3cmdGyWEnItn30w.html
Sofia Reyes,630,"64,987,021",artist/0haZhu4fFKt0Ag94kZDiz2.html
Justin Quiles,631,"64,923,954",artist/14zUHaJZo1mnYtn6IBRaRP.html
La Adictiva Banda San José de Mesillas,632,"64,724,795",artist/49EE6lVLgU8sp7dFgPshgM.html
Summer Cem,633,"64,672,200",artist/3drqpTL4sQOckmAfF9i1wg.html
Karol G.,634,"64,606,713",artist/790FomKkXshlbRYZFtlgla.html
Russ,635,"64,431,971",artist/3G0Sjrl9TSkbPHbzPbNfBF.html
Møme,636,"64,089,356",artist/4lDXfIznmGueBgTjI3qGUX.html
Brandon Beal,637,"63,774,110",artist/7p2aOXY5bfHyjujI3fCWTu.html
Alex Aiono,638,"63,726,616",artist/5KPJMJR9PCfMWSfco8i4W4.html
Ludmilla,639,"63,704,343",artist/3CDoRporvSjdzTrm99a3gi.html
Christopher,640,"63,387,021",artist/3zDRCqOhJXJfS2YWOEwGMC.html
Merryn Jeann,641,"63,256,146",artist/6PwHyGcUfjwdjT9cdsaVWT.html
6AM,642,"62,977,133",artist/3t6I4YrxnwewdkKxNb2FMF.html
Josylvio,643,"62,875,539",artist/1wFoE1RwBMWoWkXcFrCgsx.html
Yotuel,644,"62,604,857",artist/3IzFiozYX6N0Qoz0drX8w8.html
Alonzo,645,"62,577,750",artist/2z2TRvloJt4EfUNQp9rHAi.html
